id;name;street_address;latitude;longitude;phone;email;website;facebook;slug;opening_hours_monday;opening_hours_tuesday;opening_hours_wednesday;opening_hours_thursday;opening_hours_friday;opening_hours_saturday;opening_hours_sunday;opening_hours_description;happy_hours_monday;happy_hours_tuesday;happy_hours_wednesday;happy_hours_thursday;happy_hours_friday;happy_hours_saturday;happy_hours_sunday;happy_hours_description;is_published;is_closed;created_at;updated_at;has_free_wifi;has_air_conditioning;has_television;has_darts;has_foosball;has_pinball;has_pool;has_terrace;has_handicap_access;city_id;postal_code;has_food;offers_description;has_dog_policy;has_board_games;has_live_music;has_dj_set;instagram;description;offers_slogan;capacity_inside;capacity_outside;is_claimed;has_offers;has_take_away;premium_hours_monday;premium_hours_tuesday;premium_hours_wednesday;premium_hours_thursday;premium_hours_friday;premium_hours_saturday;premium_hours_sunday;public_transports_updated_at;secret_key
3855;Donald's pub;48 Rue Boisnet;47,4743618;-0,5531079;33241878916;NULL;http://donaldspub-angers.fr;https://www.facebook.com/Donalds-Pub-Angers-66430495153/;donalds-pub;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;NULL;NULL;18:00/20:00;18:00/20:00;18:00/20:00;18:00/20:00;18:00/20:00;18:00/20:00;18:00/20:00;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;31;49100;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;54c9fe31e8ee2ef5f16198935e006045
3856;Le Falstaff;11 Rue Bressigny;47,4677009;-0,5504904;33241247389;NULL;NULL;https://www.facebook.com/bar.lefalstaff/;le-falstaff-1;19:00/02:00;19:00/02:00;19:00/02:00;19:00/02:00;19:00/02:00;19:00/02:00;NULL;NULL;19:00/21:00;19:00/21:00;19:00/21:00;19:00/21:00;19:00/21:00;19:00/21:00;19:00/21:00;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;31;49100;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;7f018f1a60ce1b90079388b9e3c4b8c5
3857;Atelier Café;2B Boulevard Carnot;47,475195;-0,5490163;33241810973;NULL;http://atelier-cafe-angers.ovh;https://www.facebook.com/Atelier-CAFE-650450225060829/;atelier-cafe;11:30/14:00-16:00/02:00;11:30/14:00-16:00/02:00;11:30/14:00-16:00/02:00;11:30/14:00-16:00/02:00;11:30/14:00-16:00/02:00;16:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;31;49000;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;47ee601f9ccf34d25812e49c1d64e1d8
3858;Au Fût et à Mesure;12 Rue botanique;47,4739421;-0,5474818;33756897699;NULL;http://aufutetamesure.fr;https://www.facebook.com/aufut.angers/;au-fut-et-a-mesure-16;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;1;0;NULL;NULL;1;NULL;31;49100;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;5bb466d4fb0a2344e16320e0ee846f96
3859;Autour d'une Mousse;11 Rue Beaurepaire;47,4738226;-0,5594234;33241180154;NULL;NULL;https://www.facebook.com/autourdunemousse/;autour-dune-mousse;NULL;14:00/21:00;14:00/21:00;15:00/22:00;15:00/22:00;12:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;31;49100;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;6c8a74f76c1b1700b834ce8e3af2122d
3860;Le Challenge;12 Place Pierre Mendès France;47,4729896;-0,5463474;33674764608;NULL;NULL;https://www.facebook.com/Bar-Lechallenge-1382865285346280/;le-challenge;11:00/23:00;11:00/23:00;11:00/23:00;11:00/23:00;11:00/02:00;09:00/02:00;11:30/21:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;31;49100;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;7dc10a441bbfff5d03d0da182840f2aa
3861;O P'tit Bonheur Angevin;15 Rue Saint-Maurille;47,4714075;-0,5498029;NULL;NULL;NULL;https://www.facebook.com/O-Ptit-Bonheur-Angevin-2007600849457234/;o-ptit-bonheur-angevin;14:00/19:00;14:00/22:00;14:00/22:00;14:00/00:00;14:00/00:00;14:00/00:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;31;49100;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;3659aa7499c491464868da004af4d679
3862;Barco Vino;Quai des Carmes;47,4731918;-0,5597544;33241254347;NULL;NULL;https://www.facebook.com/barcovinobv/;barco-vino;17:00/00:00;17:00/00:00;17:00/00:00;17:00/01:00;17:00/01:00;17:00/01:00;11:00/15:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;31;49000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;faddc81e66612cdd3b0e4ed91d0408f0
3863;Bigwood's Pub;20 Rue Chateaugontier;47,466427;-0,5501313;33662339229;NULL;NULL;https://www.facebook.com/BigwoodsPub/;bigwoods-pub;NULL;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;31;49000;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;70db8efd364c9b58f845484ae16cb6a8
3864;Brasserie Lafayette;11 Place La Fayette;47,462854;-0,5540701;33241883122;NULL;NULL;https://www.facebook.com/Brasserie-Lafayette-275304646301171/;brasserie-lafayette;06:45/20:00;06:45/20:00;06:45/20:00;06:45/20:00;06:45/20:00;06:45/16:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;31;49000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;46bea34244c48f1bbc3b497024bc2e8b
3865;Cafe Du Port;31 Quai des Carmes;47,4728267;-0,562075;33241170529;NULL;NULL;https://www.facebook.com/CAFEDUPORTANGERS/;cafe-du-port;07:00/00:30;07:00/00:30;07:00/00:30;07:00/00:30;07:00/00:30;07:00/00:30;07:00/00:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;31;49100;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;6804b7c9e4ec9d2ea7f6f4d1925e7fc2
3866;Chez Flo;43 Place Mondain Chanlouineau;47,4719529;-0,553131;NULL;NULL;NULL;https://www.facebook.com/chezfloangers/;chez-flo;16:00/02:00;16:00/02:00;16:00/02:00;16:00/02:00;16:00/02:00;15:00/00:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;31;49100;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;16d13c5afbc54c2ee0eafcf75424635d
3867;Chope et Compagnie;7 Boulevard de la Romanerie;47,4862493;-0,5132837;33241176391;NULL;NULL;https://www.facebook.com/ChopeEtCieAngers/;chope-et-compagnie;10:00/21:00;10:00/21:00;10:00/21:00;10:00/21:30;10:00/21:30;10:00/21:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;31;49100;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;8aede909bcac6d6b2daf01464971b9d3
3868;Chope et Compagnie - Beaucouzé;186 Avenue du Général Patton;47,4732056;-0,6058426;33241876087;NULL;http://chopeetcompagnie-beaucouze.fr;https://www.facebook.com/ChopeEtCieBeaucouze/;chope-et-compagnie-beaucouze;11:00/21:00;11:00/21:00;11:00/21:00;11:00/21:30;11:00/21:30;11:00/21:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;31;49070;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;b6416e53910e73218209b745c8f891ba
3869;Délirium Café;40 bis Boulevard Ayrault;47,4756631;-0,5501979;33675786234;NULL;NULL;https://www.facebook.com/Deliriumcafeangers/;delirium-cafe-8;16:00/02:00;16:00/02:00;16:00/02:00;16:00/02:00;16:00/02:00;16:00/02:00;16:00/02:00;NULL;16:00/21:00;16:00/21:00;16:00/21:00;16:00/21:00;16:00/21:00;16:00/21:00;16:00/21:00;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;31;49100;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;3c6c7165bb03134732fd247b61b45623
3870;Garry's bar;11 Place Hérault;47,4749578;-0,5494734;NULL;NULL;http://garrys-bar.com;https://www.facebook.com/legarrysbar/;garrys-bar;NULL;NULL;18:00/02:00;18:00/02:00;18:00/02:00;18:00/02:00;18:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;31;49100;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;47461cdcf798bd16acd09bc2e2ee234c
3871;il Punto;4 Rue Saint-Georges;47,4728588;-0,5516663;33241271118;NULL;http://il-punto-bar.business.site;https://www.facebook.com/SuperBarAngers/;il-punto;NULL;18:00/02:00;18:00/02:00;18:00/02:00;18:00/02:00;18:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;31;49100;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;9b7a56217ac1a8ca5ef9b6901ef5c637
3872;L' Irlandais Pub;25 Rue des Poeliers;47,4729787;-0,5514117;33241885938;NULL;NULL;https://www.facebook.com/Ju.irlandaispub.25/;l-irlandais-pub;15:00/02:00;15:00/02:00;15:00/02:00;15:00/02:00;15:00/02:00;12:00/02:00;15:00/00:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;31;49100;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;7298b9a1adac73ef0340687a2817c991
3873;L'Alambic Electric café;8 Rue Bodinier;47,4729122;-0,5525124;33272732989;NULL;NULL;https://www.facebook.com/Alambic-Electric-111046090235309/;lalambic-electric-cafe;NULL;18:00/02:00;18:00/02:00;18:00/02:00;18:00/02:00;18:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;31;49100;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;3cb825e3130fe21177c7adad9961594f
3874;L'Angevigne;5 Rue Saint-Etienne;47,4733782;-0,5492318;33241873200;NULL;http://langevigne.business.site;https://www.facebook.com/LANGEVIGNE-456712004373923/;langevigne;NULL;18:00/00:00;18:00/00:00;18:00/00:00;18:00/01:00;18:00/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;31;49100;1;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;2f38f348de379f55bef31407f3c3a74a
3875;L'Entre 2;90 Rue Lionnaise;47,4782041;-0,5643501;33241876195;NULL;http://barlentre2.fr;https://www.facebook.com/groups/Lentre2karaoke/;lentre-2;NULL;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;31;49100;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;47aec01df108aaa814fa7c41d84e7238
3876;L'Entrepôt;23 Rue Boisnet;47,4744452;-0,5516631;33241250821;NULL;NULL;https://www.facebook.com/LEntrepot-Caf%C3%A9-107851909791/;lentrepot;NULL;NULL;22:00/02:00;21:00/02:00;22:00/02:00;22:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;31;49100;1;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;06a699bf97fd1d31143a9d2a6f615a2b
3877;L'Okapi;15 Rue des 2 Haies;47,471582;-0,5524874;33609512167;NULL;NULL;https://www.facebook.com/Okapi.Bar/;lokapi;20:00/02:00;20:00/02:00;20:30/02:00;20:30/02:00;20:30/02:00;20:30/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;31;49100;NULL;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;fa812e7e29d3409395775dfb03623a39
3878;La Cale;Cale de la savatte;47,472107;-0,562994;NULL;NULL;http://lacaleangers.com;https://www.facebook.com/lacale.fr/;la-cale;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;31;49100;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;f55c0995812a582d0dc497ae668067ee
3879;La Cave De La Trinquette;21 Boulevard Carnot;47,4748827;-0,5472511;NULL;NULL;NULL;https://www.facebook.com/latrinquette.angers/;la-cave-de-la-trinquette;16:00/21:00;16:00/21:00;16:00/21:00;16:00/21:00;16:00/21:00;16:00/21:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;31;49100;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;53cd7f9f76cdf3a0bdb06a769550ea8d
3880;La Cour;23 Rue de la Roë;47,4729569;-0,5531873;33241960588;contact@lacour-angers.com;http://lacour-angers.com;https://www.facebook.com/LaCourAngers/;la-cour-2;12:00/00:00;12:00/00:00;12:00/00:00;12:00/02:00;12:00/02:00;11:00/02:00;11:00/00:00;NULL;17:00/19:30;17:00/19:30;17:00/19:30;17:00/19:30;17:00/19:30;17:00/19:30;17:00/19:30;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;1;1;NULL;NULL;NULL;NULL;NULL;1;1;31;49100;1;NULL;NULL;NULL;1;1;https://www.instagram.com/la_cour_angers/;NULL;NULL;NULL;NULL;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;1f1900a832b9b750145d538133a69c41
3881;La Descente de la Marine;28 Quai des Carmes;47,4728262;-0,5615692;33241880621;NULL;http://ladescentedelamarine.free.fr;https://www.facebook.com/ladescentedelamarine;la-descente-de-la-marine;16:00/00:00;10:00/00:00;10:00/00:00;10:00/00:00;10:00/00:00;10:00/00:00;10:00/00:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;31;49100;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;ca71e05f55c780a3fb16528f5ad47168
3882;La Fabrique;7 Rue de Brissac;47,4646469;-0,550305;33241731702;NULL;NULL;https://www.facebook.com/La.fabrique.49/;la-fabrique-2;11:30/14:30;11:30/14:30;11:30/14:30-18:30/02:00;11:30/14:30-18:30/02:00;11:30/14:30-18:30/02:00;18:30/00:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;31;49000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;247984bc7b763bf1b1938ca06760adad
3883;La Grappe d'Or;3 Place Mondain Chanlouineau;47,4713718;-0,5539888;33241874690;NULL;NULL;https://www.facebook.com/lagrappedor.angers/;la-grappe-dor;09:00/02:00;09:00/02:00;09:00/02:00;09:00/02:00;09:00/02:00;09:00/02:00;NULL;NULL;18:00/20:00;18:00/20:00;18:00/20:00;18:00/20:00;18:00/20:00;18:00/20:00;18:00/20:00;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;31;49100;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;d8f3b2214d8dae7fdcc75ac852e9261a
3884;La P'tite Ardoise;2 Place du Pilori;47,4733846;-0,5498858;33969807153;NULL;NULL;https://www.facebook.com/La-Ptite-Ardoise-209815423303615/;la-ptite-ardoise;11:30/14:30-17:30/22:00;11:30/14:30-17:30/22:00;11:30/14:30-17:30/22:00;11:30/14:30-17:30/22:00;11:30/00:00;11:30/00:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;31;49100;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;924998924b75c6c0783111d990ec3bc1
3885;Le Barock;35 Place Mondain Chanlouineau;47,4720657;-0,5529374;NULL;NULL;NULL;https://www.facebook.com/le.baroque97/;le-barock;NULL;17:00/02:00;17:00/02:00;17:00/02:00;17:00/02:00;16:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;31;49100;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;fcd4efc01293657e5940b78cf75067d5
3886;Le Bazar;41 Rue de la Parcheminerie;47,4732757;-0,5546222;33981942423;NULL;NULL;https://www.facebook.com/lebazarangers/;le-bazar;NULL;NULL;18:00/02:00;18:00/02:00;18:00/02:00;18:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;31;49100;NULL;NULL;NULL;NULL;1;1;https://www.instagram.com/bazarangers/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;43da695599bb4dca322eb295cdfd1887
3887;Le Blue Monkeys;94 Rue Rabelais;47,4591804;-0,5455402;33673926485;NULL;NULL;https://www.facebook.com/BluemonkeysAngers/;le-blue-monkeys;16:30/02:00;16:30/02:00;16:30/02:00;16:30/02:00;16:30/02:00;16:30/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;31;49000;NULL;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;55512e4eceaecafdba04d2bb771bd6d8
3888;Le Boudoir;11 Rue d'Alsace;47,470308;-0,5501786;33981428685;NULL;http://petitfute.com;https://www.facebook.com/cathyjeanlou/;le-boudoir;NULL;11:00/22:00;11:00/22:00;11:00/22:00;11:00/22:00;11:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;31;49100;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;259b945419b9b4ea4057e76e6b4ad049
3889;Le Chic;8 Rue des Houlières;47,4723418;-0,5535778;33677157683;NULL;NULL;https://www.facebook.com/lechicbarangers/;le-chic;NULL;20:00/02:00;20:00/02:00;20:00/02:00;20:00/02:00;20:00/02:00;20:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;31;49100;NULL;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;696c8e4a5b0015242e55252e03254d75
3890;Le Dublin's Irish Pub;18 Rue Saint-Georges;47,4724774;-0,5511906;33241435946;NULL;NULL;https://www.facebook.com/Dublin-S-Pub-Angers-369163023289872/;le-dublins-irish-pub;12:00/01:45;12:00/01:45;12:00/01:45;12:00/01:45;12:00/01:45;12:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;31;49100;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;a751f96cf0226c5bb0e46ab2b943dac8
3891;Le Garage;23 Boulevard du Maréchal Foch;47,4681226;-0,5504819;NULL;NULL;NULL;https://www.facebook.com/legarageangers/;le-garage-1;16:00/02:00;16:00/02:00;16:00/02:00;16:00/02:00;16:00/02:00;16:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;31;49100;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;38c65fe0c0e5910e2d6ab96f371d5e51
3892;Le Joker's Pub;32 Rue Saint-Laud;47,4721702;-0,5530568;33249871112;NULL;http://jokerspubangers.com;https://www.facebook.com/jokerspubangers/;le-jokers-pub;12:00/02:00;12:00/02:00;12:00/02:00;12:00/02:00;12:00/02:00;12:00/02:00;15:00/00:00;NULL;18:30/20:30;18:30/20:30;18:30/20:30;18:30/20:30;18:30/20:30;18:30/20:30;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;31;49100;NULL;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;28f266ac8b0b1b13a5132075fe9ee662
